time,target,attacker
00:14:55.169,creep_goodguys_ranged,creep_badguys_ranged
00:14:57.235,creep_badguys_melee,creep_goodguys_melee
00:14:58.702,creep_badguys_melee,hero_pudge
00:14:59.468,neutral_satyr_trickster,hero_huskar
00:14:59.601,neutral_alpha_wolf,hero_monkey_king
00:15:00.168,creep_badguys_ranged,hero_dazzle
00:15:00.201,neutral_satyr_soulstealer,hero_huskar
00:15:00.468,creep_badguys_melee,creep_goodguys_melee
00:15:01.068,neutral_satyr_trickster,hero_huskar
00:15:01.568,neutral_satyr_soulstealer,hero_huskar
00:15:02.068,creep_goodguys_melee,creep_badguys_ranged
00:15:02.867,creep_badguys_melee,hero_pudge
00:15:03.934,neutral_giant_wolf,hero_monkey_king
00:15:04.534,neutral_polar_furbolg_ursa_warrior,lone_druid_bear3
00:15:05.167,creep_badguys_melee,hero_morphling
00:15:05.900,creep_badguys_melee,hero_pudge
00:15:06.000,creep_badguys_ranged,creep_goodguys_melee
00:15:06.100,neutral_giant_wolf,hero_monkey_king
00:15:06.733,creep_goodguys_melee,creep_badguys_ranged
00:15:08.299,creep_badguys_melee,hero_morphling
00:15:09.066,creep_badguys_ranged,creep_goodguys_ranged
00:15:10.532,creep_badguys_ranged,hero_pudge
00:15:11.232,creep_goodguys_melee,hero_phoenix
00:15:11.499,creep_goodguys_melee,creep_badguys_melee
00:15:12.365,creep_badguys_melee,hero_morphling
00:15:12.365,creep_badguys_ranged,hero_pudge
00:15:12.998,creep_goodguys_ranged,hero_phoenix
00:15:13.065,neutral_centaur_khan,hero_lone_druid
00:15:14.498,neutral_centaur_outrunner,hero_monkey_king
00:15:15.231,creep_badguys_melee,creep_goodguys_ranged
00:15:15.364,creep_goodguys_melee,creep_badguys_melee
00:15:15.964,lone_druid_bear3,lone_druid_bear3
00:15:17.664,neutral_centaur_outrunner,hero_monkey_king
00:15:17.797,creep_goodguys_melee,creep_badguys_melee
00:15:21.396,creep_goodguys_melee,hero_phoenix
00:15:21.829,creep_goodguys_ranged,creep_badguys_ranged
00:15:22.629,creep_badguys_ranged,hero_phoenix
00:15:23.529,creep_goodguys_melee,hero_pudge
00:15:23.596,creep_badguys_melee,creep_goodguys_ranged
00:15:23.929,creep_goodguys_melee,hero_phoenix
00:15:24.029,creep_badguys_ranged,hero_silencer
00:15:25.395,creep_badguys_melee,creep_goodguys_melee
00:15:26.362,observer_wards,observer_wards
00:15:27.928,creep_goodguys_ranged,hero_pudge
00:15:28.128,neutral_centaur_khan,hero_morphling
00:15:28.328,neutral_centaur_khan,hero_monkey_king
00:15:29.328,creep_badguys_melee,hero_pudge
00:15:31.160,neutral_centaur_outrunner,hero_morphling
00:15:33.527,creep_goodguys_melee,creep_badguys_melee
00:15:34.393,creep_badguys_melee,hero_huskar
00:15:35.559,creep_goodguys_melee,hero_phoenix
00:15:37.392,neutral_satyr_soulstealer,hero_monkey_king
00:15:37.959,creep_goodguys_melee,badguys_tower1_bot
00:15:38.725,creep_badguys_ranged,hero_huskar
00:15:39.225,creep_badguys_melee,creep_goodguys_ranged
00:15:40.425,creep_goodguys_melee,hero_dark_willow
00:15:40.525,creep_goodguys_melee,creep_badguys_ranged
00:15:41.091,creep_badguys_melee,hero_huskar
00:15:41.658,neutral_satyr_trickster,hero_monkey_king
00:15:42.224,creep_badguys_melee,hero_huskar
00:15:42.524,neutral_satyr_soulstealer,hero_monkey_king
00:15:42.624,neutral_enraged_wildkin,hero_morphling
00:15:42.691,neutral_satyr_trickster,hero_monkey_king
00:15:44.724,creep_goodguys_melee,badguys_siege
00:15:45.157,creep_badguys_melee,goodguys_tower1_top
00:15:45.257,neutral_wildkin,hero_morphling
00:15:45.824,creep_goodguys_melee,creep_badguys_ranged
00:15:45.857,creep_goodguys_ranged,hero_dark_willow
00:15:47.956,neutral_wildkin,hero_morphling
00:15:48.723,creep_badguys_melee,creep_goodguys_melee
00:15:48.923,creep_badguys_melee,creep_goodguys_ranged
00:15:48.956,creep_goodguys_ranged,creep_badguys_melee
00:15:50.356,observer_wards,observer_wards
00:15:50.722,creep_goodguys_melee,creep_badguys_ranged
00:15:53.388,hero_lone_druid,hero_huskar
00:15:53.388,lone_druid_bear4,lone_druid_bear4
00:15:54.755,creep_goodguys_melee,creep_badguys_ranged
00:15:59.720,creep_badguys_melee,hero_pudge
00:16:00.553,badguys_siege,creep_goodguys_melee
00:16:01.186,creep_badguys_melee,hero_pudge
00:16:02.353,hero_silencer,hero_dark_willow
00:16:03.019,neutral_polar_furbolg_champion,hero_monkey_king
00:16:03.053,creep_badguys_ranged,hero_huskar
00:16:03.453,creep_badguys_ranged,hero_pudge
00:16:04.719,creep_goodguys_melee,creep_badguys_ranged
00:16:04.819,creep_goodguys_ranged,hero_phoenix
00:16:04.985,creep_badguys_melee,hero_pudge
00:16:05.219,neutral_polar_furbolg_ursa_warrior,hero_monkey_king
00:16:05.252,goodguys_siege,hero_phoenix
00:16:05.719,creep_goodguys_melee,badguys_tower1_bot
00:16:05.819,creep_goodguys_melee,hero_phoenix
00:16:06.985,creep_goodguys_melee,creep_badguys_ranged
00:16:07.951,badguys_siege,hero_huskar
00:16:09.784,creep_badguys_melee,creep_goodguys_melee
00:16:09.951,creep_badguys_melee,goodguys_tower1_mid
00:16:12.350,neutral_gnoll_assassin,hero_abaddon
00:16:12.350,neutral_gnoll_assassin,hero_abaddon
00:16:13.183,neutral_gnoll_assassin,hero_abaddon
00:16:14.083,creep_goodguys_melee,hero_monkey_king
00:16:15.216,creep_goodguys_ranged,hero_monkey_king
00:16:15.983,creep_badguys_melee,goodguys_tower1_mid
00:16:16.716,creep_goodguys_melee,hero_monkey_king
00:16:16.949,creep_badguys_melee,hero_huskar
00:16:17.149,creep_badguys_ranged,hero_huskar
00:16:19.982,creep_badguys_melee,goodguys_tower1_mid
00:16:20.182,creep_badguys_melee,hero_huskar
00:16:21.082,creep_badguys_melee,hero_morphling
00:16:22.548,creep_badguys_melee,hero_huskar
00:16:25.980,creep_badguys_melee,goodguys_tower1_mid
00:16:26.147,creep_badguys_melee,hero_morphling
00:16:26.947,creep_badguys_ranged,hero_morphling
00:16:28.780,creep_badguys_ranged,hero_pudge
00:16:31.312,creep_badguys_ranged,creep_goodguys_melee
00:16:31.712,creep_goodguys_melee,hero_abaddon
00:16:33.612,creep_goodguys_melee,hero_monkey_king
00:16:33.645,neutral_enraged_wildkin,hero_huskar
00:16:36.011,neutral_wildkin,hero_huskar
00:16:36.544,neutral_polar_furbolg_champion,hero_morphling
00:16:36.578,creep_goodguys_ranged,hero_monkey_king
00:16:37.044,creep_goodguys_melee,creep_badguys_melee
00:16:37.578,creep_goodguys_melee,creep_badguys_melee
00:16:37.911,creep_goodguys_melee,creep_badguys_melee
00:16:37.977,creep_goodguys_melee,hero_monkey_king
00:16:38.077,creep_goodguys_melee,badguys_tower1_top
00:16:38.077,creep_badguys_melee,goodguys_tower1_mid
00:16:38.644,neutral_wildkin,hero_huskar
00:16:39.410,creep_goodguys_ranged,hero_phoenix
00:16:40.144,neutral_kobold,hero_dazzle
00:16:40.477,creep_goodguys_melee,hero_monkey_king
00:16:40.677,creep_goodguys_ranged,badguys_tower1_top
00:16:42.443,neutral_polar_furbolg_ursa_warrior,hero_morphling
00:16:42.443,creep_goodguys_melee,hero_lone_druid
00:16:44.143,creep_badguys_melee,hero_pudge
00:16:45.276,creep_goodguys_ranged,badguys_tower1_top
00:16:45.676,creep_badguys_melee,hero_monkey_king
00:16:46.775,creep_badguys_ranged,hero_pudge
00:16:49.208,creep_badguys_melee,hero_pudge
00:16:49.741,neutral_forest_troll_berserker,hero_morphling
00:16:50.141,neutral_forest_troll_high_priest,hero_dazzle
00:16:50.974,goodguys_siege,hero_monkey_king
00:16:51.074,creep_goodguys_melee,badguys_tower1_top
00:16:52.007,badguys_siege,goodguys_tower1_mid
00:16:52.707,neutral_forest_troll_berserker,hero_morphling
00:16:54.007,creep_goodguys_melee,hero_lone_druid
00:16:56.040,creep_goodguys_melee,badguys_tower1_top
00:16:56.273,creep_goodguys_melee,hero_monkey_king
00:16:57.039,creep_badguys_melee,hero_lone_druid
00:16:57.606,goodguys_siege,hero_abaddon
00:16:58.706,creep_goodguys_melee,hero_monkey_king
00:16:59.739,creep_badguys_melee,hero_monkey_king
00:17:00.805,creep_goodguys_ranged,hero_lone_druid
00:17:01.838,creep_badguys_melee,hero_monkey_king
00:17:02.005,goodguys_tower1_mid,hero_pudge
00:17:04.571,creep_goodguys_melee,hero_monkey_king
00:17:06.837,creep_goodguys_melee,hero_phoenix
00:17:06.904,creep_goodguys_ranged,hero_monkey_king
00:17:07.637,neutral_satyr_soulstealer,hero_silencer
00:17:08.370,creep_goodguys_ranged,hero_phoenix
00:17:09.170,creep_goodguys_melee,hero_phoenix
00:17:10.170,creep_goodguys_melee,creep_badguys_melee
00:17:12.402,neutral_ogre_mauler,hero_morphling
00:17:12.869,creep_badguys_melee,creep_goodguys_melee
00:17:13.402,observer_wards,observer_wards
00:17:14.335,hero_lone_druid,hero_huskar
00:17:16.035,creep_badguys_ranged,hero_huskar
00:17:17.801,creep_badguys_melee,hero_huskar
00:17:18.301,creep_goodguys_melee,creep_badguys_melee
00:17:18.867,creep_badguys_ranged,hero_huskar
00:17:20.067,creep_badguys_melee,hero_monkey_king
00:17:20.634,creep_badguys_melee,hero_huskar
00:17:21.700,creep_badguys_melee,hero_huskar
00:17:21.767,creep_badguys_melee,goodguys_tower2_mid
00:17:22.966,creep_goodguys_melee,hero_monkey_king
00:17:23.033,creep_badguys_melee,hero_huskar
00:17:24.499,creep_badguys_melee,hero_pudge
00:17:25.433,creep_goodguys_melee,hero_monkey_king
00:17:26.099,creep_badguys_melee,goodguys_tower2_mid
00:17:26.932,creep_badguys_melee,hero_monkey_king
00:17:27.599,creep_badguys_ranged,hero_pudge
00:17:29.365,creep_goodguys_ranged,hero_monkey_king
00:17:30.465,creep_goodguys_melee,hero_abaddon
00:17:34.097,creep_goodguys_ranged,hero_abaddon
00:17:35.164,creep_goodguys_melee,hero_abaddon
00:17:36.230,creep_badguys_melee,goodguys_tower1_bot
00:17:37.796,neutral_dark_troll_warlord,hero_morphling
00:17:38.796,creep_badguys_ranged,hero_huskar
00:17:38.963,hero_monkey_king,hero_huskar
00:17:40.129,neutral_dark_troll,hero_morphling
00:17:40.162,creep_badguys_ranged,goodguys_tower1_bot
00:17:40.229,creep_badguys_melee,hero_pudge
00:17:41.329,creep_goodguys_melee,hero_abaddon
00:17:41.595,creep_goodguys_melee,hero_pudge
00:17:42.228,creep_badguys_ranged,hero_huskar
00:17:42.628,neutral_dark_troll,hero_morphling
00:17:43.761,creep_badguys_melee,hero_huskar
00:17:43.995,creep_badguys_ranged,hero_silencer
00:17:44.228,observer_wards,observer_wards
00:17:44.261,creep_badguys_melee,hero_pudge
00:17:45.561,creep_badguys_melee,hero_huskar
00:17:46.527,sentry_wards,sentry_wards
00:17:46.661,creep_goodguys_melee,hero_abaddon
00:17:46.727,creep_badguys_melee,hero_pudge
00:17:47.527,creep_badguys_melee,hero_huskar
00:17:49.460,creep_badguys_melee,creep_goodguys_melee
00:17:50.993,neutral_mud_golem,hero_morphling
00:17:52.693,creep_goodguys_melee,creep_badguys_melee
00:17:54.525,neutral_mud_golem,hero_morphling
00:17:55.692,neutral_mud_golem_split,hero_morphling
00:17:55.925,neutral_dark_troll,hero_huskar
00:17:56.225,neutral_satyr_hellcaller,hero_dazzle
00:17:56.325,creep_goodguys_melee,hero_phoenix
00:17:56.725,neutral_dark_troll_warlord,hero_huskar
00:17:56.958,neutral_mud_golem_split,hero_morphling
00:17:56.992,creep_goodguys_melee,hero_abaddon
00:17:57.558,neutral_dark_troll,hero_huskar
00:17:58.191,neutral_mud_golem_split,hero_morphling
00:17:58.891,dark_troll_warlord_skeleton_warrior,hero_huskar
00:17:59.324,neutral_mud_golem_split,hero_morphling
00:17:59.391,creep_goodguys_melee,hero_phoenix
00:17:59.691,dark_troll_warlord_skeleton_warrior,hero_huskar
00:18:00.324,neutral_mud_golem,hero_lone_druid
00:18:01.091,creep_goodguys_ranged,hero_abaddon
00:18:01.257,creep_goodguys_ranged,hero_phoenix
00:18:01.557,creep_goodguys_melee,creep_badguys_ranged
00:18:02.190,creep_badguys_melee,hero_abaddon
00:18:03.856,neutral_ogre_magi,hero_pudge
00:18:04.090,neutral_ogre_mauler,hero_pudge
00:18:04.856,neutral_kobold_taskmaster,hero_huskar
00:18:04.990,neutral_mud_golem,hero_lone_druid
00:18:05.223,creep_goodguys_ranged,badguys_tower1_bot
00:18:05.723,neutral_kobold,hero_huskar
00:18:06.689,neutral_mud_golem_split,hero_lone_druid
00:18:07.056,neutral_kobold,hero_huskar
00:18:07.422,creep_goodguys_melee,badguys_tower1_bot
00:18:07.489,neutral_kobold_tunneler,hero_huskar
00:18:07.955,creep_goodguys_melee,creep_badguys_melee
00:18:08.289,neutral_kobold,hero_huskar
00:18:09.222,neutral_mud_golem_split,lone_druid_bear4
00:18:10.155,creep_goodguys_melee,creep_badguys_melee
00:18:11.055,creep_badguys_melee,creep_goodguys_melee
00:18:11.555,neutral_mud_golem_split,hero_lone_druid
00:18:12.288,creep_badguys_melee,creep_goodguys_ranged
00:18:12.488,creep_goodguys_melee,hero_abaddon
00:18:12.854,neutral_mud_golem_split,lone_druid_bear4
00:18:15.054,neutral_kobold,fountain
00:18:16.520,creep_goodguys_melee,hero_phoenix
00:18:16.687,creep_badguys_ranged,creep_goodguys_melee
00:18:16.920,neutral_satyr_soulstealer,hero_morphling
00:18:18.520,creep_badguys_ranged,hero_huskar
00:18:18.686,creep_goodguys_melee,hero_phoenix
00:18:19.853,neutral_satyr_soulstealer,hero_morphling
00:18:20.019,creep_badguys_melee,hero_huskar
00:18:20.952,creep_badguys_melee,hero_huskar
00:18:21.152,creep_badguys_melee,hero_huskar
00:18:22.385,neutral_satyr_trickster,hero_morphling
00:18:22.519,creep_goodguys_melee,creep_badguys_ranged
00:18:22.585,creep_goodguys_ranged,hero_phoenix (illusion)
00:18:23.452,neutral_polar_furbolg_ursa_warrior,hero_lone_druid
00:18:23.585,neutral_satyr_trickster,hero_morphling
00:18:24.118,creep_badguys_melee,hero_phoenix
00:18:24.585,creep_goodguys_melee,creep_badguys_ranged
00:18:25.418,neutral_harpy_scout,hero_silencer
00:18:25.418,neutral_harpy_scout,hero_silencer
00:18:27.417,neutral_polar_furbolg_champion,lone_druid_bear4
00:18:27.684,creep_goodguys_ranged,creep_badguys_melee
00:18:29.217,observer_wards,observer_wards
00:18:30.983,creep_goodguys_melee,badguys_tower1_bot
00:18:32.616,creep_badguys_melee,creep_goodguys_melee
00:18:33.249,neutral_harpy_storm,hero_silencer
00:18:33.483,creep_badguys_melee,hero_morphling
00:18:34.116,neutral_ogre_mauler,hero_lone_druid
00:18:34.349,creep_goodguys_ranged,badguys_tower1_bot
00:18:34.582,creep_badguys_melee,hero_dazzle
00:18:34.849,creep_goodguys_melee,creep_badguys_melee
00:18:34.916,creep_badguys_ranged,hero_dazzle
00:18:35.882,creep_badguys_melee,creep_goodguys_melee
00:18:37.015,creep_goodguys_melee,badguys_tower1_bot
00:18:37.382,creep_badguys_ranged,hero_huskar
00:18:37.815,creep_badguys_ranged,creep_goodguys_ranged
00:18:38.015,neutral_ogre_magi,lone_druid_bear4
00:18:38.181,creep_badguys_melee,hero_huskar
00:18:40.614,neutral_ogre_mauler,hero_lone_druid
00:18:42.647,creep_goodguys_melee,creep_badguys_ranged
00:18:42.714,creep_goodguys_melee,creep_badguys_melee
00:18:45.246,creep_badguys_melee,hero_huskar
00:18:46.046,creep_badguys_melee,creep_goodguys_melee
00:18:49.245,neutral_kobold,lone_druid_bear4
00:18:49.445,creep_goodguys_melee,hero_pudge
00:18:49.479,creep_badguys_ranged,hero_morphling
00:18:49.912,creep_goodguys_melee,creep_badguys_melee
00:18:51.545,creep_badguys_melee,creep_goodguys_ranged
00:18:51.978,hero_huskar,hero_phoenix
00:18:52.078,creep_badguys_melee,hero_morphling
00:18:52.445,neutral_kobold,lone_druid_bear4
00:18:53.311,creep_badguys_melee,hero_morphling
00:18:53.911,neutral_kobold_taskmaster,lone_druid_bear4
00:18:54.811,neutral_kobold_tunneler,lone_druid_bear4
00:18:55.144,creep_badguys_melee,hero_morphling
00:18:55.177,creep_goodguys_melee,hero_monkey_king
00:18:55.411,creep_goodguys_ranged,creep_badguys_melee
00:18:56.544,neutral_kobold,lone_druid_bear4
00:18:59.210,creep_goodguys_melee,hero_phoenix
00:18:59.276,creep_goodguys_melee,hero_monkey_king
00:19:00.576,creep_goodguys_ranged,hero_monkey_king
00:19:01.609,creep_badguys_melee,creep_goodguys_ranged
00:19:02.575,creep_goodguys_melee,badguys_tower1_top
00:19:04.875,creep_badguys_melee,creep_goodguys_melee
00:19:05.441,creep_goodguys_melee,creep_badguys_ranged
00:19:05.575,creep_goodguys_melee,badguys_tower1_top
00:19:06.275,hero_pudge,lone_druid_bear4
00:19:09.007,creep_goodguys_ranged,badguys_tower1_top
00:19:10.507,creep_goodguys_melee,creep_badguys_melee
00:19:13.673,hero_dark_willow,hero_morphling
00:19:15.406,creep_goodguys_melee,creep_badguys_melee
00:19:15.472,creep_badguys_melee,creep_goodguys_ranged
00:19:16.639,creep_goodguys_melee,hero_monkey_king
00:19:17.472,creep_goodguys_melee,creep_badguys_melee
00:19:18.338,hero_silencer,lone_druid_bear4
00:19:18.405,creep_badguys_melee,hero_monkey_king
00:19:18.772,creep_badguys_melee,creep_goodguys_ranged
00:19:19.305,creep_goodguys_ranged,creep_badguys_ranged
00:19:21.138,hero_abaddon,hero_morphling
00:19:22.137,creep_goodguys_melee,hero_monkey_king
00:19:25.170,creep_goodguys_melee,creep_badguys_ranged
00:19:27.903,creep_badguys_melee,creep_goodguys_melee
00:19:28.103,creep_goodguys_melee,creep_badguys_melee
00:19:28.836,creep_goodguys_melee,creep_badguys_ranged
00:19:29.202,creep_badguys_melee,goodguys_tower1_bot
00:19:29.602,observer_wards,observer_wards
00:19:29.802,creep_badguys_melee,creep_goodguys_ranged
00:19:31.335,creep_goodguys_ranged,creep_badguys_ranged
00:19:31.602,creep_badguys_melee,goodguys_tower1_bot
00:19:34.334,creep_goodguys_melee,creep_badguys_melee
00:19:35.934,creep_badguys_melee,creep_goodguys_ranged
00:19:36.167,creep_badguys_melee,hero_monkey_king
00:19:36.534,creep_badguys_ranged,goodguys_tower1_bot
00:19:37.067,creep_goodguys_ranged,hero_monkey_king
00:19:37.400,creep_goodguys_melee,creep_badguys_ranged
00:19:39.033,lone_druid_bear4,hero_dazzle
00:19:40.433,neutral_wildkin,hero_phoenix
00:19:40.433,neutral_wildkin,hero_phoenix
00:19:41.599,creep_goodguys_melee,creep_badguys_melee
00:19:43.965,creep_badguys_ranged,creep_goodguys_ranged
00:19:44.932,creep_goodguys_ranged,creep_badguys_ranged
00:19:45.632,creep_badguys_ranged,creep_goodguys_melee
00:19:48.331,creep_goodguys_melee,creep_badguys_melee
00:19:48.364,creep_badguys_melee,hero_huskar
00:19:48.364,creep_badguys_ranged,hero_huskar
00:19:48.364,creep_badguys_ranged,hero_huskar
00:19:48.364,creep_badguys_melee,hero_huskar
00:19:48.664,creep_badguys_melee,hero_morphling
00:19:48.698,creep_badguys_melee,creep_goodguys_ranged
00:19:49.431,neutral_fel_beast,hero_phoenix
00:19:50.197,creep_badguys_melee,hero_huskar
00:19:51.530,creep_badguys_melee,hero_morphling
00:19:51.697,creep_goodguys_melee,creep_badguys_ranged
00:19:53.396,creep_badguys_melee,hero_morphling
00:19:54.863,neutral_fel_beast,hero_phoenix
00:19:55.862,neutral_enraged_wildkin,hero_phoenix
00:19:56.296,creep_badguys_ranged,hero_morphling
00:19:59.595,creep_badguys_melee,creep_goodguys_ranged
00:19:59.695,creep_goodguys_melee,creep_badguys_ranged
00:20:00.228,neutral_dark_troll,hero_monkey_king
00:20:00.628,dark_troll_warlord_skeleton_warrior,hero_dazzle
00:20:00.628,dark_troll_warlord_skeleton_warrior,hero_dazzle
00:20:01.894,neutral_ghost,hero_phoenix
00:20:02.594,neutral_dark_troll,hero_dark_willow
00:20:03.094,neutral_polar_furbolg_champion,hero_huskar
00:20:03.161,neutral_polar_furbolg_ursa_warrior,hero_huskar
00:20:03.827,neutral_enraged_wildkin,lone_druid_bear4
00:20:04.260,neutral_wildkin,hero_lone_druid
00:20:05.194,hero_dazzle,hero_monkey_king
00:20:05.960,creep_goodguys_melee,badguys_tower1_top
00:20:06.593,neutral_dark_troll_warlord,hero_monkey_king
00:20:06.726,neutral_wildkin,hero_lone_druid
00:20:06.726,creep_badguys_melee,creep_goodguys_ranged
00:20:06.760,creep_goodguys_melee,creep_badguys_ranged
00:20:08.059,creep_badguys_melee,creep_goodguys_melee
00:20:09.559,creep_goodguys_melee,creep_badguys_melee
00:20:12.059,creep_goodguys_ranged,badguys_tower1_top
00:20:13.858,creep_goodguys_melee,creep_badguys_ranged
00:20:13.858,creep_goodguys_ranged,hero_phoenix
00:20:15.291,neutral_centaur_khan,hero_lone_druid
00:20:15.624,creep_goodguys_melee,creep_badguys_ranged
00:20:16.357,creep_goodguys_ranged,hero_phoenix
00:20:16.657,creep_goodguys_melee,creep_badguys_ranged
00:20:16.891,neutral_centaur_outrunner,hero_lone_druid
00:20:17.091,creep_badguys_melee,creep_goodguys_ranged
00:20:17.357,creep_goodguys_melee,creep_badguys_melee
00:20:17.957,neutral_centaur_outrunner,hero_monkey_king
00:20:20.490,neutral_centaur_outrunner,hero_monkey_king
00:20:22.023,creep_goodguys_melee,creep_badguys_ranged
00:20:23.056,creep_badguys_melee,creep_goodguys_ranged
00:20:23.756,creep_badguys_melee,goodguys_tower1_bot
00:20:25.055,creep_badguys_melee,creep_goodguys_melee
00:20:25.888,neutral_mud_golem,hero_morphling
00:20:26.022,neutral_centaur_khan,lone_druid_bear4
00:20:26.155,creep_goodguys_melee,creep_badguys_melee
00:20:27.488,neutral_centaur_outrunner,lone_druid_bear4
00:20:27.621,neutral_mud_golem,hero_morphling
00:20:27.655,creep_goodguys_melee,creep_badguys_ranged
00:20:28.188,neutral_centaur_outrunner,hero_lone_druid
00:20:28.688,neutral_mud_golem_split,hero_morphling
00:20:29.788,creep_badguys_melee,goodguys_tower1_bot
00:20:29.821,neutral_mud_golem_split,hero_morphling
00:20:30.921,neutral_mud_golem_split,hero_morphling
00:20:31.254,neutral_centaur_khan,hero_monkey_king
00:20:32.187,neutral_mud_golem_split,hero_morphling
00:20:33.853,creep_goodguys_ranged,creep_badguys_melee
00:20:34.820,creep_badguys_melee,goodguys_tower1_bot
00:20:34.986,neutral_alpha_wolf,lone_druid_bear4
00:20:35.020,creep_badguys_melee,creep_goodguys_ranged
00:20:37.086,creep_goodguys_melee,creep_badguys_ranged
00:20:37.286,creep_badguys_ranged,goodguys_tower1_bot
00:20:37.519,neutral_giant_wolf,hero_lone_druid
00:20:38.885,creep_badguys_melee,creep_goodguys_melee
00:20:40.352,neutral_giant_wolf,lone_druid_bear4
00:20:40.752,creep_badguys_melee,creep_goodguys_ranged
00:20:40.851,creep_badguys_ranged,goodguys_tower1_bot
00:20:41.218,creep_goodguys_melee,creep_badguys_melee
00:20:41.585,neutral_satyr_hellcaller,hero_morphling
00:20:42.085,creep_goodguys_melee,creep_badguys_ranged
00:20:42.418,creep_badguys_ranged,creep_goodguys_melee
00:20:44.284,creep_goodguys_melee,creep_badguys_melee
00:20:44.384,creep_badguys_melee,creep_goodguys_melee
00:20:44.717,neutral_satyr_soulstealer,hero_morphling
00:20:45.984,neutral_satyr_trickster,hero_morphling
00:20:45.984,creep_badguys_melee,hero_huskar
00:20:47.117,creep_badguys_melee,creep_goodguys_melee
00:20:47.217,creep_goodguys_melee,badguys_siege
00:20:47.750,creep_badguys_melee,hero_pudge
00:20:47.950,creep_badguys_ranged,hero_huskar
00:20:48.383,creep_goodguys_melee,creep_badguys_ranged
00:20:49.249,creep_badguys_ranged,hero_huskar
00:20:50.016,creep_badguys_melee,hero_pudge
00:20:50.382,creep_badguys_melee,creep_goodguys_melee
00:20:51.349,creep_badguys_melee,creep_goodguys_ranged
00:20:51.649,creep_goodguys_melee,lone_druid_bear4
00:20:53.715,creep_goodguys_ranged,lone_druid_bear4
00:20:53.882,neutral_satyr_soulstealer,hero_morphling
00:20:54.282,creep_badguys_melee,hero_pudge
00:20:54.481,creep_goodguys_melee,creep_badguys_melee
00:20:55.415,badguys_siege,hero_huskar
00:20:55.615,creep_badguys_melee,hero_pudge
00:20:56.214,creep_goodguys_melee,lone_druid_bear4
00:20:56.948,creep_goodguys_melee,hero_pudge
00:20:58.114,creep_goodguys_melee,lone_druid_bear4
00:20:58.247,neutral_satyr_hellcaller,hero_morphling
00:20:59.547,creep_goodguys_melee,badguys_tower1_mid
00:21:00.113,creep_badguys_ranged,hero_pudge
00:21:00.513,creep_goodguys_ranged,badguys_siege
00:21:00.780,creep_goodguys_ranged,hero_monkey_king
00:21:02.746,creep_badguys_melee,lone_druid_bear4
00:21:06.212,creep_goodguys_ranged,creep_badguys_melee
00:21:06.978,goodguys_siege,lone_druid_bear4
00:21:10.877,creep_goodguys_ranged,lone_druid_bear4
00:21:11.277,hero_phoenix,hero_huskar
00:21:11.277,phoenix_sun,hero_huskar
00:21:11.511,creep_goodguys_melee,lone_druid_bear4
00:21:11.744,creep_badguys_melee,creep_goodguys_melee
00:21:13.444,hero_silencer,hero_monkey_king
00:21:13.444,observer_wards,observer_wards
00:21:13.510,creep_goodguys_melee,hero_silencer
00:21:13.577,creep_goodguys_melee,lone_druid_bear4
00:21:14.710,creep_goodguys_melee,neutral_centaur_khan
00:21:14.910,badguys_siege,goodguys_siege
00:21:14.943,creep_goodguys_melee,creep_badguys_ranged
00:21:15.310,goodguys_siege,creep_badguys_melee
00:21:15.543,creep_goodguys_melee,creep_badguys_ranged
00:21:17.043,creep_goodguys_melee,lone_druid_bear4
00:21:19.075,neutral_centaur_outrunner,hero_monkey_king
00:21:19.775,creep_badguys_melee,creep_goodguys_ranged
00:21:19.942,creep_goodguys_melee,hero_monkey_king
00:21:20.842,creep_badguys_melee,creep_goodguys_ranged
00:21:21.508,creep_goodguys_melee,hero_monkey_king
00:21:21.775,creep_goodguys_melee,creep_badguys_ranged
00:21:23.708,creep_badguys_melee,creep_goodguys_melee
00:21:25.507,creep_badguys_melee,hero_huskar
00:21:27.273,goodguys_tower1_top,lone_druid_bear4
00:21:27.540,creep_badguys_melee,goodguys_tower1_top
00:21:27.673,creep_badguys_melee,creep_goodguys_melee
00:21:29.273,creep_badguys_melee,hero_huskar
00:21:29.273,neutral_centaur_khan,hero_abaddon
00:21:30.473,hero_monkey_king,hero_morphling
00:21:30.639,creep_badguys_melee,hero_morphling
00:21:31.406,creep_badguys_ranged,creep_goodguys_melee
00:21:32.439,hero_pudge,hero_abaddon
00:21:36.071,creep_goodguys_melee,creep_badguys_melee
00:21:37.004,neutral_polar_furbolg_ursa_warrior,lone_druid_bear4
00:21:37.271,hero_abaddon,hero_huskar
00:21:37.638,creep_badguys_melee,hero_huskar
00:21:37.871,creep_badguys_melee,creep_goodguys_melee
00:21:38.138,creep_goodguys_melee,creep_badguys_melee
00:21:38.437,creep_badguys_melee,creep_goodguys_ranged
00:21:38.737,creep_badguys_ranged,hero_huskar
00:21:40.370,creep_goodguys_melee,badguys_siege
00:21:40.737,neutral_polar_furbolg_champion,lone_druid_bear4
00:21:41.403,creep_goodguys_melee,creep_badguys_ranged
00:21:41.670,creep_badguys_melee,creep_goodguys_ranged
00:21:43.370,creep_badguys_melee,creep_goodguys_ranged
00:21:44.269,creep_goodguys_melee,creep_badguys_ranged
00:21:45.136,creep_badguys_melee,hero_huskar
