time,target,value
00:20:55.615,hero_pudge,35
00:20:56.214,hero_lone_druid,34
00:20:56.948,hero_pudge,7
00:20:58.114,hero_lone_druid,34
00:20:58.247,hero_morphling,68
00:21:00.113,hero_pudge,56
00:21:00.780,hero_monkey_king,68
00:21:02.746,hero_lone_druid,7
00:21:06.978,hero_lone_druid,74
00:21:10.877,hero_lone_druid,69
00:21:11.277,hero_phoenix,-104
00:21:11.277,hero_huskar,198
00:21:11.277,hero_pudge,55
00:21:11.277,hero_morphling,38
00:21:11.277,hero_huskar,22
00:21:11.277,hero_huskar,20
00:21:11.511,hero_lone_druid,40
00:21:13.444,hero_silencer,-54
00:21:13.444,hero_monkey_king,158
00:21:13.444,hero_dark_willow,86
00:21:13.444,hero_phoenix,53
00:21:13.444,hero_monkey_king,21
00:21:13.510,hero_silencer,7
00:21:13.577,hero_lone_druid,36
00:21:17.043,hero_lone_druid,39
00:21:19.075,hero_monkey_king,16
00:21:19.942,hero_monkey_king,40
00:21:21.508,hero_monkey_king,40
00:21:25.507,hero_huskar,36
00:21:27.273,hero_monkey_king,100
00:21:27.273,hero_lone_druid,289
00:21:27.273,hero_abaddon,100
00:21:27.273,hero_phoenix,100
00:21:27.273,hero_dark_willow,100
00:21:29.273,hero_huskar,39
00:21:29.273,hero_abaddon,57
00:21:30.473,hero_monkey_king,-148
00:21:30.473,hero_morphling,198
00:21:30.473,hero_dazzle,65
00:21:30.473,hero_pudge,50
00:21:30.473,hero_morphling,35
00:21:30.473,hero_huskar,20
00:21:30.639,hero_morphling,38
00:21:32.439,hero_pudge,-105
00:21:32.439,hero_abaddon,190
00:21:32.439,hero_dark_willow,121
00:21:32.439,hero_abaddon,99
00:21:32.439,hero_phoenix,76
00:21:32.439,hero_monkey_king,30
00:21:37.004,hero_lone_druid,64
00:21:37.271,hero_abaddon,-91
00:21:37.271,hero_huskar,174
00:21:37.271,hero_dazzle,35
00:21:37.271,hero_pudge,27
00:21:37.271,hero_morphling,19
00:21:37.271,hero_huskar,11
00:21:37.638,hero_huskar,36
00:21:38.737,hero_huskar,62
00:21:40.737,hero_lone_druid,40
00:21:45.136,hero_huskar,38
00:21:45.769,hero_morphling,20
00:21:46.269,hero_lone_druid,21
00:21:47.535,hero_huskar,65
00:21:47.935,hero_morphling,35
00:21:48.368,hero_lone_druid,20
00:21:49.035,hero_silencer,75
00:21:50.301,hero_lone_druid,20
00:21:50.668,hero_silencer,38
00:21:51.134,hero_morphling,23
00:21:54.467,hero_silencer,12
00:21:55.900,hero_silencer,63
00:21:58.099,hero_silencer,65
00:21:58.699,hero_lone_druid,38
00:22:00.499,hero_morphling,46
00:22:01.498,hero_huskar,34
00:22:03.365,hero_lone_druid,26
00:22:04.131,hero_huskar,27
00:22:04.364,hero_lone_druid,29
00:22:04.864,hero_silencer,63
00:22:06.631,hero_huskar,28
00:22:10.196,hero_morphling,91
00:22:12.029,hero_monkey_king,38
00:22:12.929,hero_lone_druid,67
00:22:13.229,hero_monkey_king,70
00:22:13.329,hero_morphling,46
00:22:13.396,hero_huskar,48
00:22:13.396,hero_huskar,23
00:22:13.396,hero_huskar,22
00:22:14.095,hero_monkey_king,69
00:22:14.262,hero_silencer,36
00:22:14.862,hero_dazzle,7
00:22:16.461,hero_silencer,7
00:22:16.861,hero_lone_druid,22
00:22:17.661,hero_silencer,39
00:22:17.661,hero_monkey_king,74
00:22:18.561,hero_lone_druid,14
00:22:18.594,hero_silencer,7
00:22:20.327,hero_monkey_king,7
00:22:21.360,hero_morphling,6
00:22:22.893,hero_morphling,17
00:22:23.760,hero_monkey_king,7
00:22:23.893,hero_morphling,7
00:22:23.960,hero_dazzle,-84
00:22:23.960,hero_dark_willow,174
00:22:23.960,hero_dark_willow,166
00:22:23.960,hero_phoenix,127
00:22:24.226,hero_monkey_king,35
00:22:24.926,hero_morphling,8
00:22:26.359,hero_huskar,64
00:22:26.492,hero_morphling,20
00:22:27.092,hero_monkey_king,67
00:22:28.225,hero_huskar,40
00:22:30.691,hero_monkey_king,36
00:22:31.258,hero_huskar,39
00:22:31.858,hero_huskar,37
00:22:33.491,hero_huskar,38
00:22:34.524,hero_morphling,59
00:22:35.857,hero_monkey_king,40
00:22:36.090,hero_morphling,17
00:22:37.590,hero_morphling,18
00:22:39.656,hero_lone_druid,16
00:22:39.689,hero_pudge,28
00:22:40.022,hero_pudge,27
00:22:40.189,hero_lone_druid,16
00:22:41.055,hero_lone_druid,64
00:22:41.622,hero_pudge,12
00:22:43.222,hero_pudge,13
00:22:43.222,hero_pudge,11
00:22:43.455,hero_pudge,12
00:22:45.288,hero_phoenix,39
00:22:48.054,hero_monkey_king,39
00:22:49.687,hero_huskar,19
00:22:50.253,hero_phoenix,63
00:22:51.320,hero_huskar,20
00:22:51.986,hero_huskar,35
00:22:52.453,hero_silencer,-62
00:22:52.453,hero_lone_druid,166
00:22:52.453,hero_dark_willow,68
00:22:52.453,hero_lone_druid,37
00:23:00.251,hero_huskar,12
00:23:02.317,hero_lone_druid,39
00:23:03.983,hero_lone_druid,69
00:23:04.983,hero_lone_druid,60
00:23:06.283,hero_abaddon,66
00:23:06.549,hero_pudge,35
00:23:07.516,hero_pudge,65
00:23:07.916,hero_pudge,37
00:23:08.382,hero_lone_druid,69
00:23:08.515,hero_pudge,37
00:23:10.715,hero_lone_druid,34
00:23:10.715,hero_pudge,-112
00:23:10.715,hero_abaddon,190
00:23:10.715,hero_abaddon,142
00:23:10.715,hero_monkey_king,35
00:23:12.648,hero_lone_druid,8
00:23:13.048,hero_lone_druid,36
00:23:15.714,hero_lone_druid,38
00:23:16.014,hero_lone_druid,37
00:23:16.114,hero_morphling,64
00:23:20.912,hero_dazzle,39
00:23:21.512,hero_dazzle,36
00:23:24.078,hero_dazzle,40
00:23:29.910,hero_huskar,21
00:23:31.377,hero_huskar,47
00:23:32.376,hero_huskar,27
00:23:32.610,hero_huskar,9
00:23:34.242,hero_huskar,9
00:23:34.242,hero_silencer,36
00:23:34.742,hero_lone_druid,27
00:23:36.575,hero_lone_druid,26
00:23:37.575,hero_lone_druid,8
00:23:39.075,hero_lone_druid,8
00:23:40.308,hero_silencer,70
00:23:40.774,hero_lone_druid,13
00:23:41.041,hero_huskar,22
00:23:41.241,hero_huskar,22
00:23:41.307,hero_silencer,67
00:23:41.374,hero_monkey_king,57
00:23:41.474,hero_lone_druid,13
00:23:41.974,hero_monkey_king,15
00:23:42.274,hero_huskar,23
00:23:42.840,hero_monkey_king,12
00:23:45.606,hero_pudge,75
00:23:46.073,hero_dazzle,174
00:23:48.039,hero_morphling,67
00:23:50.072,hero_lone_druid,107
00:23:50.072,hero_monkey_king,107
00:23:50.072,hero_abaddon,107
00:23:50.072,hero_phoenix,107
00:23:50.072,hero_dark_willow,107
00:23:50.139,hero_morphling,35
00:23:51.138,hero_morphling,34
00:23:51.971,hero_morphling,12
00:23:54.771,hero_huskar,24
00:23:56.337,hero_monkey_king,18
00:23:57.437,hero_lone_druid,66
00:23:57.470,hero_huskar,24
00:23:58.737,hero_huskar,13
00:23:59.536,hero_monkey_king,21
00:24:02.436,hero_huskar,13
00:24:03.069,hero_huskar,12
00:24:03.702,hero_huskar,8
00:24:05.601,hero_lone_druid,65
00:24:07.068,hero_lone_druid,40
00:24:10.634,hero_monkey_king,37
00:24:12.067,hero_dazzle,7
00:24:12.200,hero_monkey_king,66
00:24:13.733,hero_lone_druid,20
00:24:13.933,hero_monkey_king,62
00:24:15.532,hero_lone_druid,6
00:24:15.666,hero_lone_druid,8
00:24:15.899,hero_huskar,19
00:24:15.899,hero_huskar,37
00:24:15.899,hero_huskar,37
00:24:15.899,hero_huskar,13
00:24:15.899,hero_huskar,13
00:24:15.899,hero_huskar,24
00:24:16.999,hero_silencer,16
00:24:17.165,hero_morphling,40
00:24:17.265,hero_lone_druid,18
00:24:17.932,hero_phoenix,40
00:24:18.065,hero_lone_druid,8
00:24:18.265,hero_morphling,68
00:24:18.865,hero_phoenix,65
00:24:19.098,hero_huskar,23
00:24:19.631,hero_morphling,34
00:24:20.398,hero_monkey_king,69
00:24:20.664,hero_monkey_king,1100
00:24:22.297,hero_dazzle,176
00:24:23.830,hero_morphling,37
00:24:24.963,hero_morphling,61
00:24:24.963,hero_monkey_king,37
00:24:25.463,hero_monkey_king,36
00:24:26.930,hero_pudge,13
00:24:26.963,hero_pudge,13
00:24:28.063,hero_morphling,39
00:24:28.563,hero_morphling,36
00:24:28.796,hero_monkey_king,40
00:24:28.929,hero_pudge,69
00:24:29.296,hero_huskar,39
00:24:29.696,hero_lone_druid,60
00:24:29.829,hero_morphling,34
00:24:30.895,hero_huskar,38
00:24:31.695,hero_lone_druid,12
00:24:32.595,hero_huskar,64
00:24:32.862,hero_morphling,8
00:24:34.195,hero_lone_druid,13
00:24:34.261,hero_dazzle,13
00:24:34.261,hero_dazzle,12
00:24:34.928,hero_silencer,177
00:24:35.894,hero_dazzle,26
00:24:36.094,hero_dazzle,26
00:24:37.094,hero_monkey_king,16
00:24:37.394,hero_monkey_king,13
00:24:39.826,hero_lone_druid,23
00:24:39.893,hero_pudge,40
00:24:39.893,hero_silencer,18
00:24:39.893,hero_lone_druid,14
00:24:40.226,hero_lone_druid,22
00:24:40.726,hero_lone_druid,14
00:24:41.959,hero_morphling,40
00:24:42.459,hero_monkey_king,65
00:24:43.026,hero_pudge,7
00:24:43.326,hero_silencer,19
00:24:44.325,hero_pudge,7
00:24:44.459,hero_huskar,56
00:24:44.459,hero_huskar,73
00:24:44.459,hero_silencer,25
00:24:44.459,hero_huskar,14
00:24:45.392,hero_huskar,19
00:24:46.858,hero_huskar,27
00:24:46.858,hero_silencer,8
00:24:47.125,hero_phoenix,68
00:24:47.325,hero_phoenix,61
00:24:47.525,hero_phoenix,36
00:24:47.924,hero_phoenix,38
00:24:48.724,hero_phoenix,35
00:24:49.657,hero_morphling,-178
00:24:49.657,hero_phoenix,334
00:24:49.657,hero_abaddon,111
00:24:49.657,hero_dark_willow,90
00:24:49.657,hero_phoenix,69
00:24:52.290,hero_monkey_king,35
00:24:52.723,hero_monkey_king,39
00:24:55.056,hero_monkey_king,39
00:24:55.756,hero_silencer,34
00:24:56.922,hero_huskar,16
00:24:56.956,hero_dazzle,37
00:24:57.389,hero_silencer,-73
00:24:57.389,hero_phoenix,174
00:24:57.389,hero_abaddon,35
00:24:57.389,hero_dark_willow,28
00:24:57.389,hero_phoenix,22
00:24:57.389,hero_lone_druid,8
00:24:57.489,hero_huskar,61
00:24:58.589,hero_monkey_king,36
00:24:58.988,hero_dazzle,63
00:25:00.621,hero_monkey_king,64
00:25:01.554,hero_lone_druid,59
00:25:05.387,hero_pudge,66
00:25:05.387,hero_pudge,40
00:25:10.786,hero_abaddon,39
00:25:14.651,hero_huskar,70
00:25:14.718,hero_lone_druid,80
00:25:14.718,hero_phoenix,80
00:25:14.718,hero_abaddon,80
00:25:14.718,hero_dark_willow,80
00:25:14.718,hero_monkey_king,80
00:25:15.118,hero_huskar,34
00:25:15.984,hero_huskar,35
00:25:17.417,hero_abaddon,36
00:25:18.017,hero_huskar,35
00:25:18.617,hero_huskar,37
00:25:19.383,hero_dark_willow,39
00:25:20.017,hero_lone_druid,26
00:25:20.583,hero_lone_druid,24
00:25:21.583,hero_lone_druid,12
00:25:22.583,hero_lone_druid,8
00:25:24.049,hero_lone_druid,11
00:25:24.316,hero_phoenix,180
00:25:24.849,hero_monkey_king,80
00:25:24.849,hero_abaddon,80
00:25:24.849,hero_dark_willow,80
00:25:24.849,hero_phoenix,80
00:25:24.849,hero_lone_druid,80
00:25:24.915,hero_lone_druid,11
00:25:27.448,hero_dark_willow,69
00:25:27.848,hero_lone_druid,80
00:25:27.848,hero_monkey_king,80
00:25:27.848,hero_phoenix,80
00:25:27.848,hero_abaddon,80
00:25:27.848,hero_dark_willow,80
00:25:28.948,hero_pudge,31
00:25:29.481,hero_pudge,18
00:25:29.881,hero_huskar,26
00:25:29.881,hero_pudge,19
00:25:30.414,hero_dark_willow,70
00:25:33.313,hero_huskar,50
00:25:33.580,hero_huskar,21
00:25:33.913,hero_phoenix,36
00:25:33.980,hero_huskar,8
00:25:34.580,hero_huskar,8
00:25:34.646,hero_phoenix,64
00:25:34.913,hero_phoenix,38
00:25:35.046,hero_phoenix,38
00:25:35.613,hero_monkey_king,39
00:25:36.946,hero_lone_druid,34
00:25:37.312,hero_monkey_king,36
00:25:37.412,hero_pudge,12
00:25:38.579,hero_lone_druid,24
00:25:39.145,hero_monkey_king,38
00:25:39.745,hero_pudge,22
00:25:39.778,hero_pudge,72
00:25:39.845,hero_huskar,30
00:25:40.078,hero_monkey_king,7
00:25:40.912,hero_lone_druid,24
00:25:41.012,hero_huskar,23
00:25:41.545,hero_monkey_king,64
00:25:42.211,hero_huskar,22
00:25:47.010,hero_lone_druid,70
00:25:49.210,hero_monkey_king,80
00:25:49.210,hero_dark_willow,80
00:25:49.210,hero_phoenix,80
00:25:49.210,hero_abaddon,80
00:25:49.210,hero_lone_druid,80
00:25:49.343,hero_morphling,40
00:25:49.376,hero_monkey_king,36
00:25:49.776,hero_morphling,62
00:25:50.376,hero_morphling,34
00:25:50.576,hero_lone_druid,45
00:25:50.776,hero_silencer,16
00:25:51.242,hero_morphling,34
00:25:52.042,hero_morphling,38
00:25:52.542,hero_monkey_king,37
00:25:53.309,hero_monkey_king,34
00:25:53.508,hero_huskar,50
00:25:54.142,hero_huskar,71
00:25:54.708,hero_silencer,64
00:25:55.675,hero_morphling,69
00:25:56.474,hero_silencer,18
00:25:57.074,hero_huskar,45
00:25:58.474,hero_monkey_king,69
00:25:58.940,hero_dazzle,18
00:25:59.040,hero_dazzle,33
00:25:59.340,hero_silencer,35
00:26:00.273,hero_dazzle,18
00:26:00.340,hero_silencer,35
00:26:01.573,hero_monkey_king,6
00:26:01.673,hero_lone_druid,18
00:26:02.606,hero_silencer,34
00:26:03.606,hero_morphling,62
00:26:04.106,hero_lone_druid,60
00:26:04.339,hero_silencer,37
00:26:04.772,hero_dazzle,6
00:26:05.772,hero_morphling,13
00:26:06.239,hero_morphling,12
00:26:07.338,hero_silencer,60
00:26:08.372,hero_lone_druid,14
00:26:11.104,hero_silencer,69
00:26:12.171,hero_silencer,69
00:26:14.070,hero_lone_druid,23
00:26:14.437,hero_huskar,68
00:26:14.737,hero_silencer,7
00:26:15.103,hero_huskar,61
00:26:15.237,hero_lone_druid,68
00:26:15.770,hero_morphling,22
00:26:17.603,hero_morphling,26
00:26:18.636,hero_morphling,12
00:26:19.169,hero_pudge,22
00:26:19.535,hero_morphling,13
00:26:19.902,hero_lone_druid,50
00:26:20.802,hero_pudge,22
00:26:21.035,hero_pudge,21
00:26:21.468,hero_lone_druid,21
00:26:22.201,hero_monkey_king,39
00:26:22.568,hero_monkey_king,40
00:26:23.401,hero_monkey_king,35
00:26:23.468,hero_lone_druid,23
00:26:24.568,hero_phoenix,34
00:26:25.301,hero_monkey_king,7
00:26:25.367,hero_morphling,49
00:26:25.501,hero_phoenix,70
00:26:25.567,hero_lone_druid,26
00:26:26.567,hero_monkey_king,7
00:26:26.634,hero_morphling,27
00:26:27.633,hero_monkey_king,7
00:26:28.000,hero_morphling,24
00:26:28.400,hero_lone_druid,12
00:26:29.200,hero_lone_druid,8
00:26:30.399,hero_lone_druid,28
00:26:31.366,hero_silencer,70
00:26:32.132,hero_lone_druid,11
00:26:32.799,hero_lone_druid,9
00:26:34.998,hero_morphling,37
00:26:35.898,hero_morphling,37
00:26:38.631,hero_morphling,68
00:26:39.164,hero_morphling,8
00:26:39.830,hero_dazzle,-101
00:26:39.830,hero_dark_willow,198
00:26:39.830,hero_abaddon,50
00:26:39.830,hero_dark_willow,41
00:26:39.830,hero_phoenix,31
00:26:39.830,hero_monkey_king,22
00:26:44.663,hero_dark_willow,36
00:26:45.662,hero_dark_willow,35
00:26:46.795,hero_dark_willow,38
00:26:49.661,hero_phoenix,65
00:26:49.661,hero_phoenix,34
00:26:50.628,hero_phoenix,68
00:26:53.727,hero_phoenix,40
00:26:53.860,hero_phoenix,35
00:26:54.127,hero_phoenix,38
00:26:56.826,hero_pudge,-126
00:26:56.826,hero_monkey_king,198
00:26:56.826,hero_abaddon,60
00:26:56.826,hero_dark_willow,49
00:26:56.826,hero_phoenix,38
00:26:56.826,hero_monkey_king,15
00:26:58.259,hero_abaddon,39
00:27:13.756,hero_lone_druid,66
00:27:15.655,hero_lone_druid,35
00:27:17.355,hero_lone_druid,36
00:27:18.321,hero_lone_druid,34
00:27:19.887,hero_lone_druid,34
00:27:20.454,hero_monkey_king,100
00:27:20.454,hero_lone_druid,100
00:27:20.454,hero_abaddon,100
00:27:20.454,hero_phoenix,311
00:27:20.454,hero_dark_willow,100
00:27:28.252,hero_dazzle,37
00:27:28.252,hero_dazzle,40
00:27:28.252,hero_dazzle,39
00:27:28.385,hero_lone_druid,52
00:27:28.752,hero_lone_druid,23
00:27:28.785,hero_morphling,-194
00:27:28.785,hero_monkey_king,222
00:27:28.785,hero_abaddon,116
00:27:28.785,hero_monkey_king,50
00:27:28.785,hero_lone_druid,29
00:27:30.085,hero_lone_druid,24
00:27:30.651,hero_dazzle,68
00:27:30.885,hero_monkey_king,16
00:27:34.917,hero_lone_druid,22
00:27:36.550,hero_lone_druid,23
00:27:37.283,hero_dazzle,-107
00:27:37.283,hero_dark_willow,206
00:27:37.283,hero_dark_willow,175
00:27:38.150,hero_lone_druid,21
00:27:49.414,hero_lone_druid,56
00:27:49.847,hero_monkey_king,39
00:27:50.913,hero_monkey_king,34
00:27:51.146,hero_lone_druid,20
00:27:51.213,hero_huskar,323
00:27:51.213,hero_morphling,150
00:27:51.213,hero_huskar,150
00:27:51.213,hero_silencer,150
00:27:51.213,hero_pudge,150
00:27:51.213,hero_dazzle,150
00:27:52.846,hero_lone_druid,16
00:27:54.945,hero_lone_druid,27
00:27:56.812,hero_lone_druid,13
00:27:57.711,hero_lone_druid,14
00:27:58.011,hero_lone_druid,23
00:27:58.045,hero_silencer,-91
00:27:58.045,hero_phoenix,182
00:27:58.045,hero_abaddon,37
00:27:58.045,hero_dark_willow,30
00:27:58.045,hero_phoenix,23
00:27:58.045,hero_monkey_king,16
00:28:03.110,hero_monkey_king,53
00:28:03.877,hero_monkey_king,26
00:28:05.143,hero_monkey_king,24
00:28:05.276,hero_huskar,20
00:28:06.009,hero_huskar,56
00:28:06.676,hero_lone_druid,61
00:28:08.409,hero_lone_druid,16
00:28:09.409,hero_abaddon,36
00:28:11.408,hero_phoenix,73
00:28:12.408,hero_abaddon,36
00:28:17.973,hero_huskar,35
00:28:18.973,hero_huskar,67
00:28:18.973,hero_huskar,34
00:28:18.973,hero_huskar,38
00:28:18.973,hero_huskar,61
00:28:20.139,hero_lone_druid,14
00:28:20.639,hero_lone_druid,24
00:28:20.839,hero_lone_druid,13
00:28:22.205,hero_lone_druid,27
00:28:22.939,hero_monkey_king,40
00:28:22.939,hero_monkey_king,41
00:28:22.939,hero_monkey_king,76
00:28:23.339,hero_monkey_king,40
00:28:24.705,hero_silencer,80
00:28:24.705,hero_dazzle,80
00:28:24.705,hero_huskar,80
00:28:24.705,hero_pudge,80
00:28:24.705,hero_morphling,80
00:28:25.271,hero_monkey_king,39
00:28:27.371,hero_lone_druid,45
00:28:29.370,hero_lone_druid,26
00:28:32.770,hero_lone_druid,23
00:28:33.336,hero_lone_druid,20
00:28:33.436,hero_morphling,41
00:28:36.869,hero_lone_druid,32
00:28:39.535,hero_lone_druid,22
00:28:40.401,hero_monkey_king,28
00:28:41.234,hero_monkey_king,8
00:28:41.634,hero_morphling,38
00:28:42.034,hero_huskar,39
00:28:43.434,hero_monkey_king,11
00:28:43.467,hero_morphling,67
00:28:43.734,hero_huskar,75
00:28:44.333,hero_dazzle,38
00:28:44.833,hero_monkey_king,26
00:28:45.033,hero_dazzle,41
00:28:45.700,hero_monkey_king,9
00:28:46.200,hero_lone_druid,31
00:28:47.599,hero_monkey_king,13
00:28:48.832,hero_lone_druid,24
00:28:51.365,hero_lone_druid,24
00:28:51.998,hero_morphling,61
00:28:52.998,hero_morphling,19
00:28:53.698,hero_monkey_king,14
00:28:53.698,hero_monkey_king,14
00:28:54.331,hero_monkey_king,26
00:28:55.864,hero_monkey_king,24
00:28:56.430,hero_lone_druid,56
00:28:57.530,hero_lone_druid,19
00:28:58.797,hero_lone_druid,20
00:29:08.827,hero_monkey_king,62
00:29:08.927,hero_lone_druid,39
00:29:09.094,hero_monkey_king,62
00:29:09.561,hero_abaddon,63
00:29:10.460,hero_lone_druid,38
00:29:11.827,hero_morphling,23
00:29:12.627,hero_morphling,25
00:29:12.926,hero_lone_druid,66
00:29:13.526,hero_morphling,23
00:29:15.393,hero_huskar,13
00:29:16.026,hero_huskar,13
00:29:16.526,hero_monkey_king,75
00:29:16.726,hero_huskar,62
00:29:18.825,hero_monkey_king,24
00:29:19.358,hero_monkey_king,14
00:29:20.358,hero_huskar,40
00:29:21.191,hero_huskar,40
00:29:22.391,hero_huskar,67
00:29:27.423,hero_monkey_king,31
00:29:28.423,hero_monkey_king,34
00:29:28.956,hero_monkey_king,29
00:29:29.056,hero_dark_willow,25
00:29:29.756,hero_dark_willow,25
00:29:31.888,hero_phoenix,70
00:29:32.588,hero_phoenix,64
00:29:32.888,hero_phoenix,73
00:29:32.888,hero_phoenix,71
00:29:32.922,hero_huskar,35
00:29:33.088,hero_morphling,74
00:29:33.555,hero_huskar,69
00:29:33.588,hero_phoenix,37
00:29:34.888,hero_huskar,38
00:29:36.121,hero_monkey_king,67
00:29:37.154,hero_monkey_king,35
00:29:38.087,hero_monkey_king,36
00:29:38.853,hero_monkey_king,37
00:29:42.586,hero_monkey_king,66
00:29:44.119,hero_monkey_king,14
00:29:46.185,hero_huskar,45
00:29:46.552,hero_huskar,65
00:29:46.885,hero_morphling,37
00:29:47.085,hero_dazzle,25
00:29:47.085,hero_dazzle,37
00:29:47.085,hero_dazzle,23
00:29:48.184,hero_morphling,36
00:29:49.018,hero_pudge,68
00:29:49.484,hero_morphling,35
00:29:49.584,hero_pudge,38
00:29:49.717,hero_phoenix,74
00:29:50.184,hero_morphling,37
00:29:50.251,hero_huskar,27
00:29:50.751,hero_pudge,36
00:29:50.751,hero_pudge,41
00:29:50.851,hero_huskar,28
00:29:51.517,hero_morphling,74
00:29:51.950,hero_huskar,12
00:29:54.583,hero_huskar,8
00:29:55.116,hero_huskar,9
00:29:55.749,hero_huskar,12
00:29:55.883,hero_dazzle,13
00:29:58.215,hero_dazzle,68
00:29:58.282,hero_morphling,69
00:29:58.282,hero_dazzle,26
00:29:59.082,hero_lone_druid,60
00:29:59.382,hero_morphling,27
00:30:00.115,hero_lone_druid,18
00:30:00.282,hero_morphling,14
00:30:01.181,hero_lone_druid,20
00:30:04.347,hero_huskar,73
00:30:04.381,hero_monkey_king,38
00:30:05.147,hero_huskar,39
00:30:05.914,hero_monkey_king,38
00:30:07.480,hero_monkey_king,38
00:30:08.046,hero_abaddon,199
00:30:08.746,hero_monkey_king,66
00:30:10.612,hero_morphling,253
00:30:10.612,hero_huskar,100
00:30:10.612,hero_silencer,100
00:30:10.612,hero_pudge,100
00:30:10.612,hero_dazzle,100
00:30:11.612,hero_morphling,37
00:30:12.745,hero_morphling,40
00:30:13.878,hero_morphling,39
00:30:14.545,hero_morphling,41
00:30:16.478,hero_morphling,68
00:30:16.511,hero_lone_druid,18
00:30:17.977,hero_morphling,7
00:30:17.977,hero_huskar,35
00:30:19.710,hero_pudge,90
00:30:19.710,hero_dazzle,90
00:30:19.710,hero_silencer,90
00:30:19.710,hero_morphling,90
00:30:19.710,hero_huskar,90
00:30:21.176,hero_lone_druid,23
00:30:23.143,hero_lone_druid,18
00:30:23.276,hero_lone_druid,62
00:30:25.942,hero_lone_druid,24
00:30:25.975,hero_dazzle,64
00:30:26.675,hero_silencer,90
00:30:26.675,hero_huskar,90
00:30:26.675,hero_morphling,90
00:30:26.675,hero_dazzle,90
00:30:26.675,hero_pudge,90
00:30:26.842,hero_dazzle,38
00:30:28.275,hero_phoenix,12
00:30:29.274,hero_phoenix,23
00:30:29.974,hero_lone_druid,34
00:30:31.041,hero_lone_druid,45
00:30:31.274,hero_phoenix,75
00:30:32.274,hero_silencer,-102
00:30:32.274,hero_phoenix,190
00:30:32.274,hero_abaddon,38
00:30:32.274,hero_dark_willow,31
00:30:32.274,hero_phoenix,24
00:30:32.274,hero_monkey_king,9
00:30:32.774,hero_lone_druid,8
00:30:33.807,hero_monkey_king,-261
00:30:33.807,hero_dazzle,246
00:30:33.807,hero_silencer,262
00:30:33.807,hero_dazzle,213
00:30:33.807,hero_pudge,164
00:30:33.807,hero_huskar,65
00:30:33.940,hero_lone_druid,26
00:30:34.507,hero_lone_druid,6
00:30:34.640,hero_lone_druid,27
00:30:35.640,hero_huskar,39
00:30:35.640,hero_huskar,66
00:30:36.739,hero_lone_druid,9
00:30:37.806,hero_lone_druid,8
00:30:39.839,hero_lone_druid,38
00:30:40.672,hero_lone_druid,11
00:30:41.571,hero_lone_druid,38
00:30:42.305,hero_lone_druid,8
00:30:44.371,hero_pudge,-151
00:30:44.371,hero_dark_willow,206
00:30:44.371,hero_dark_willow,124
00:30:44.371,hero_monkey_king,66
00:30:47.137,hero_dark_willow,-159
00:30:47.137,hero_morphling,350
00:30:47.137,hero_dazzle,104
00:30:47.137,hero_pudge,80
00:30:47.137,hero_morphling,56
00:30:47.137,hero_huskar,32
00:30:49.969,hero_abaddon,-135
00:30:49.969,hero_huskar,214
00:30:49.969,hero_silencer,130
00:30:49.969,hero_morphling,56
00:30:49.969,hero_huskar,32
00:30:52.769,hero_phoenix,-216
00:30:52.769,hero_huskar,350
00:30:52.769,hero_dazzle,197
00:30:52.769,hero_morphling,106
00:30:52.769,hero_huskar,60
00:31:05.932,hero_huskar,300
00:31:19.096,hero_morphling,34
00:31:19.496,hero_morphling,20
00:31:19.795,hero_morphling,19
00:31:23.395,hero_silencer,41
00:31:23.495,hero_silencer,73
00:31:24.394,hero_silencer,76
00:31:25.294,hero_silencer,71
00:31:25.394,hero_huskar,37
00:31:26.327,hero_huskar,74
00:31:26.394,hero_morphling,16
00:31:27.227,hero_morphling,19
00:31:29.460,hero_morphling,58
00:31:30.260,hero_huskar,67
00:31:30.826,hero_silencer,70
00:31:31.559,hero_monkey_king,37
00:31:32.126,hero_monkey_king,41
00:31:32.126,hero_monkey_king,39
00:31:32.126,hero_monkey_king,67
00:31:33.092,hero_huskar,66
00:31:33.559,hero_monkey_king,38
00:31:35.458,hero_silencer,39
00:31:35.458,hero_dazzle,65
00:31:36.225,hero_huskar,35
00:31:36.458,hero_dazzle,16
00:31:36.691,hero_huskar,39
00:31:37.558,hero_dazzle,16
00:31:38.924,hero_silencer,41
00:31:39.891,hero_monkey_king,75
00:31:40.690,hero_monkey_king,77
00:31:40.724,hero_silencer,36
00:31:41.590,hero_monkey_king,72
00:31:42.423,hero_monkey_king,55
00:31:45.489,hero_morphling,51
00:31:46.256,hero_morphling,27
00:31:47.022,hero_morphling,22
00:31:47.389,hero_lone_druid,66
00:31:48.122,hero_lone_druid,23
00:31:48.688,hero_monkey_king,35
00:31:49.422,hero_lone_druid,14
00:31:51.188,hero_monkey_king,71
00:31:53.421,hero_morphling,100
00:31:53.421,hero_huskar,100
00:31:53.421,hero_silencer,100
00:31:53.421,hero_pudge,100
00:31:53.421,hero_dazzle,100
00:31:55.487,hero_morphling,56
00:31:56.253,hero_morphling,20
00:31:57.520,hero_silencer,36
00:31:58.219,hero_silencer,72
00:31:58.586,hero_huskar,24
00:31:58.886,hero_monkey_king,27
00:31:58.919,hero_lone_druid,46
00:31:59.486,hero_silencer,36
00:31:59.786,hero_huskar,26
